"IFC Region","Country","Number of enterprises","IFC Cumulative Commitments (US$ Thousands)","Loan & Guarantee participations Cumulative Commitments (US$ Thousands)","TOTAL","Fiscal Year","As of Date"
"Latin America and the Caribbean","Argentina",212,7948032.26,5996750.79,13944783.05,"FY19","06/30/2019"
"Latin America and the Caribbean","Barbados",5,28625.08,0,28625.08,"FY19","06/30/2019"
"Latin America and the Caribbean","Belize",4,33066.33,11000,44066.33,"FY19","06/30/2019"
"Latin America and the Caribbean","Bolivia",33,585701.26,155500,741201.26,"FY19","06/30/2019"
"Latin America and the Caribbean","Brazil",301,18633878.74,7785951.3,26419830.04,"FY19","06/30/2019"
"Latin America and the Caribbean","Chile",71,2615932.92,1422604.66,4038537.58,"FY19","06/30/2019"
"Latin America and the Caribbean","Colombia",148,4332568.5,1347631.03,5680199.53,"FY19","06/30/2019"
"Latin America and the Caribbean","Costa Rica",34,1543292.73,99708.82,1643001.56,"FY19","06/30/2019"
"Latin America and the Caribbean","Dominica",1,700,0,700,"FY19","06/30/2019"
"Latin America and the Caribbean","Dominican Republic",39,900065.08,241850,1141915.08,"FY19","06/30/2019"
"Latin America and the Caribbean","Ecuador",28,1114937.06,132740.06,1247677.12,"FY19","06/30/2019"
"Latin America and the Caribbean","El Salvador",21,1086438.8,113500,1199938.8,"FY19","06/30/2019"
"Latin America and the Caribbean","Grenada",2,8000,0,8000,"FY19","06/30/2019"
"Latin America and the Caribbean","Guatemala",30,2151909.76,210000,2361909.76,"FY19","06/30/2019"
"Latin America and the Caribbean","Guyana",8,76416.96,0,76416.96,"FY19","06/30/2019"
"Latin America and the Caribbean","Haiti",16,137954.66,26000,163954.66,"FY19","06/30/2019"
"Latin America and the Caribbean","Honduras",28,1795404.53,142900.75,1938305.28,"FY19","06/30/2019"
"Latin America and the Caribbean","Jamaica",24,517845.6,194244.48,712090.09,"FY19","06/30/2019"
"Latin America and the Caribbean","Mexico",232,8174371.33,2941961.62,11116332.95,"FY19","06/30/2019"
"Latin America and the Caribbean","Nicaragua",28,1213957.69,40428.57,1254386.26,"FY19","06/30/2019"
"Latin America and the Caribbean","Panama",37,2362102.3,153300,2515402.3,"FY19","06/30/2019"
"Latin America and the Caribbean","Paraguay",19,1614103.69,28000,1642103.69,"FY19","06/30/2019"
"Latin America and the Caribbean","Peru",83,2563310.96,977099.31,3540410.27,"FY19","06/30/2019"
"Latin America and the Caribbean","St. Lucia",5,80421.91,35000,115421.91,"FY19","06/30/2019"
"Latin America and the Caribbean","Suriname",1,4065.88,0,4065.88,"FY19","06/30/2019"
"Latin America and the Caribbean","Trinidad and Tobago",19,433653.74,235000,668653.74,"FY19","06/30/2019"
"Latin America and the Caribbean","Uruguay",20,348634.4,120000,468634.4,"FY19","06/30/2019"
"Latin America and the Caribbean","Venezuela, Republica Bolivariana de",39,897229.54,703791.42,1601020.96,"FY19","06/30/2019"
"Latin America and the Caribbean","Regional Investments: Latin America and the Caribbean",89,2446229.11,350000,2796229.11,"FY19","06/30/2019"
"Middle East and North Africa","Algeria",15,303557.27,5556.9,309114.17,"FY19","06/30/2019"
"Middle East and North Africa","Bahrain",2,340271.16,0,340271.16,"FY19","06/30/2019"
"Middle East and North Africa","Egypt, Arab Republic of",129,4176881.45,987357.26,5164238.71,"FY19","06/30/2019"
"Middle East and North Africa","Iran, Islamic Republic of",11,63342.91,8199.46,71542.37,"FY19","06/30/2019"
"Middle East and North Africa","Iraq",13,838951.18,175000,1013951.18,"FY19","06/30/2019"
"Middle East and North Africa","Jordan",68,1976936.84,707970.17,2684907.01,"FY19","06/30/2019"
"Middle East and North Africa","Lebanon",41,6103057.2,230430,6333487.2,"FY19","06/30/2019"
"Middle East and North Africa","Morocco",48,1122906.8,515014.09,1637920.9,"FY19","06/30/2019"
"Middle East and North Africa","Oman",7,319853.4,57000,376853.4,"FY19","06/30/2019"
"Middle East and North Africa","Saudi Arabia",12,616276.71,0,616276.71,"FY19","06/30/2019"
"Middle East and North Africa","Syrian Arab Republic",4,24731.6,0,24731.6,"FY19","06/30/2019"
"Middle East and North Africa","Tunisia",34,556873.92,427227.8,984101.72,"FY19","06/30/2019"
"Middle East and North Africa","United Arab Emirates",14,176901.47,0,176901.47,"FY19","06/30/2019"
"Middle East and North Africa","Yemen, Republic of",14,206004.2,56104.66,262108.86,"FY19","06/30/2019"
"Middle East and North Africa","Regional Investments: Middle East and North Africa",37,1497741.82,33000,1530741.82,"FY19","06/30/2019"
"Worldwide","Australia",2,975,0,975,"FY19","06/30/2019"
"Worldwide","Cyprus",7,32181.47,645.25,32826.72,"FY19","06/30/2019"
"Worldwide","Finland",4,1233.13,1914.51,3147.64,"FY19","06/30/2019"
"Worldwide","Israel",1,10500,0,10500,"FY19","06/30/2019"
"Worldwide","Italy",1,960,0,960,"FY19","06/30/2019"
"Worldwide","Portugal",7,51811.13,11000,62811.13,"FY19","06/30/2019"
"Worldwide","Spain",5,19042.51,1685,20727.51,"FY19","06/30/2019"
"Worldwide","Regional Investments: Worldwide",178,14045578.7,526234.13,14571812.83,"FY19","06/30/2019"
"Worldwide","Other2",32,728366.69,11400,739766.69,"FY19","06/30/2019"
"Sub-Saharan Africa","Angola",11,770044.56,0,770044.56,"FY20","06/30/2020"
"Sub-Saharan Africa","Benin",13,323730.67,0,323730.67,"FY20","06/30/2020"
"Sub-Saharan Africa","Botswana",7,60451.6,0,60451.6,"FY20","06/30/2020"
"Sub-Saharan Africa","Burkina Faso",28,729466.1,0,729466.1,"FY20","06/30/2020"
"Sub-Saharan Africa","Burundi",10,53648.14,0,53648.14,"FY20","06/30/2020"
"Sub-Saharan Africa","Cameroon",43,1033256.17,471500,1504756.17,"FY20","06/30/2020"
"Sub-Saharan Africa","Cape Verde",7,22665.96,0,22665.96,"FY20","06/30/2020"
"Sub-Saharan Africa","Central African Republic",1,9880.4,0,9880.4,"FY20","06/30/2020"
"Sub-Saharan Africa","Chad",10,139265.59,13900,153165.59,"FY20","06/30/2020"
"Sub-Saharan Africa","Comoros",1,14887.6,0,14887.6,"FY20","06/30/2020"
"Sub-Saharan Africa","Congo, Democratic Republic of",31,539712.95,94000,633712.95,"FY20","06/30/2020"
"Sub-Saharan Africa","Congo, Republic of",10,154232.4,25000,179232.4,"FY20","06/30/2020"
"Sub-Saharan Africa","Cote D'Ivoire",71,1309232.98,175274.7,1484507.68,"FY20","06/30/2020"
"Sub-Saharan Africa","Djibouti",1,4000,0,4000,"FY20","06/30/2020"
"Sub-Saharan Africa","Eritrea",1,949.22,0,949.22,"FY20","06/30/2020"
"Sub-Saharan Africa","Eswatini",9,47779.49,0,47779.49,"FY20","06/30/2020"
"Sub-Saharan Africa","Ethiopia",20,676111.26,46336.2,722447.46,"FY20","06/30/2020"
"Sub-Saharan Africa","Gabon",6,252620.01,110000,362620.01,"FY20","06/30/2020"
"Sub-Saharan Africa","Gambia, The",10,47270.3,0,47270.3,"FY20","06/30/2020"
"Sub-Saharan Africa","Ghana",90,3254505.88,913750,4168255.88,"FY20","06/30/2020"
"Sub-Saharan Africa","Guinea",21,674642.41,191000,865642.41,"FY20","06/30/2020"
"Sub-Saharan Africa","Guinea-Bissau",5,9156.37,0,9156.37,"FY20","06/30/2020"
"Sub-Saharan Africa","Kenya",130,3197500.57,125662.05,3323162.62,"FY20","06/30/2020"
"Sub-Saharan Africa","Lesotho",2,454,0,454,"FY20","06/30/2020"
"Sub-Saharan Africa","Liberia",13,207103.91,0,207103.91,"FY20","06/30/2020"
"Sub-Saharan Africa","Madagascar",25,352152.83,21000,373152.83,"FY20","06/30/2020"
"Sub-Saharan Africa","Malawi",23,245649.85,9500,255149.85,"FY20","06/30/2020"
"Sub-Saharan Africa","Mali",35,359862,40000,399862,"FY20","06/30/2020"
"Sub-Saharan Africa","Mauritania",17,417030.04,79502.61,496532.64,"FY20","06/30/2020"
"Sub-Saharan Africa","Mauritius",20,220624.83,96,220720.83,"FY20","06/30/2020"
"Sub-Saharan Africa","Mozambique",33,508014.01,60413.42,568427.42,"FY20","06/30/2020"
"Sub-Saharan Africa","Namibia",9,148390.96,0,148390.96,"FY20","06/30/2020"
"Sub-Saharan Africa","Niger",5,41181.2,0,41181.2,"FY20","06/30/2020"
"Sub-Saharan Africa","Nigeria",135,12710953.61,923155.04,13634108.64,"FY20","06/30/2020"
"Sub-Saharan Africa","Rwanda",25,272110.71,10000,282110.71,"FY20","06/30/2020"
"Sub-Saharan Africa","Sao Tome and Principe",2,2050.98,0,2050.98,"FY20","06/30/2020"
"Sub-Saharan Africa","Senegal",49,562863.33,93768.65,656631.99,"FY20","06/30/2020"
"Sub-Saharan Africa","Seychelles",7,39443.21,2500,41943.21,"FY20","06/30/2020"
"Sub-Saharan Africa","Sierra Leone",11,211157.54,25000,236157.54,"FY20","06/30/2020"
"Sub-Saharan Africa","Somalia",2,974.61,0,974.61,"FY20","06/30/2020"
"Sub-Saharan Africa","South Africa",111,4373152.53,26452,4399604.53,"FY20","06/30/2020"
"Sub-Saharan Africa","South Sudan",1,5000,0,5000,"FY20","06/30/2020"
"Sub-Saharan Africa","Sudan",6,27267.78,6488.79,33756.57,"FY20","06/30/2020"
"Sub-Saharan Africa","Tanzania",71,709008.02,15540.51,724548.53,"FY20","06/30/2020"
"Sub-Saharan Africa","Togo",16,410191.9,0,410191.9,"FY20","06/30/2020"
"Sub-Saharan Africa","Uganda",56,677193.61,86788.37,763981.98,"FY20","06/30/2020"
"Sub-Saharan Africa","Zambia",49,401582.76,20285.82,421868.58,"FY20","06/30/2020"
"Sub-Saharan Africa","Zimbabwe",51,284261.86,99000,383261.86,"FY20","06/30/2020"
"Sub-Saharan Africa","Regional Investments: Sub-Saharan Africa",121,3340442.1,1905.97,3342348.07,"FY20","06/30/2020"
"East Asia and the Pacific","Cambodia",20,675377.52,501727.27,1177104.79,"FY20","06/30/2020"
"East Asia and the Pacific","China",327,11579400.73,2208509.29,13787910.02,"FY20","06/30/2020"
"East Asia and the Pacific","Fiji",11,57493.22,2500,59993.22,"FY20","06/30/2020"
"East Asia and the Pacific","Indonesia",141,5317818.57,3111831.37,8429649.94,"FY20","06/30/2020"
"East Asia and the Pacific","Kiribati",1,1798,0,1798,"FY20","06/30/2020"
"East Asia and the Pacific","Korea, Republic of",51,868449.18,195700,1064149.18,"FY20","06/30/2020"
"East Asia and the Pacific","Lao People's Democratic Republic",15,96101.86,0,96101.86,"FY20","06/30/2020"
"East Asia and the Pacific","Malaysia",12,154868.4,5389.13,160257.52,"FY20","06/30/2020"
"East Asia and the Pacific","Mongolia",20,1062360.2,897125,1959485.2,"FY20","06/30/2020"
"East Asia and the Pacific","Myanmar",29,830018.07,20000,850018.07,"FY20","06/30/2020"
"East Asia and the Pacific","Papua New Guinea",12,404744.11,25000,429744.11,"FY20","06/30/2020"
"East Asia and the Pacific","Philippines",116,3657527.4,695879.6,4353407,"FY20","06/30/2020"
"East Asia and the Pacific","Samoa",7,20096.57,0,20096.57,"FY20","06/30/2020"
"East Asia and the Pacific","Solomon Islands",3,55000,0,55000,"FY20","06/30/2020"
"East Asia and the Pacific","Thailand",92,2521452.35,1748419.34,4269871.69,"FY20","06/30/2020"
"East Asia and the Pacific","Timor-Leste",2,2000,0,2000,"FY20","06/30/2020"
"East Asia and the Pacific","Tonga",1,6787,0,6787,"FY20","06/30/2020"
"East Asia and the Pacific","Vanuatu",4,18104.05,0,18104.05,"FY20","06/30/2020"
"East Asia and the Pacific","Vietnam",68,8963010.89,590606.43,9553617.31,"FY20","06/30/2020"
"East Asia and the Pacific","Regional Investments: East Asia and the Pacific",59,1697745.7,0,1697745.7,"FY20","06/30/2020"
"South Asia","Afghanistan",10,249253.55,0,249253.55,"FY20","06/30/2020"
"South Asia","Bangladesh",65,5651904.51,194620.4,5846524.91,"FY20","06/30/2020"
"South Asia","Bhutan",6,54516.61,0,54516.61,"FY20","06/30/2020"
"South Asia","India",526,17741664.77,1743639.77,19485304.54,"FY20","06/30/2020"
"South Asia","Maldives",8,188250,8500,196750,"FY20","06/30/2020"
"South Asia","Nepal",29,400653.19,39000,439653.19,"FY20","06/30/2020"
"South Asia","Pakistan",153,7850403.77,719198.61,8569602.38,"FY20","06/30/2020"
"South Asia","Sri Lanka",50,1494623.3,128615.6,1623238.9,"FY20","06/30/2020"
"South Asia","Regional Investments: South Asia",11,207588.18,0,207588.18,"FY20","06/30/2020"
"Europe and Central Asia","Albania",21,487756.81,65691.91,553448.72,"FY20","06/30/2020"
"Europe and Central Asia","Armenia",20,609594.52,0,609594.52,"FY20","06/30/2020"
"Europe and Central Asia","Azerbaijan",27,597629.4,197930,795559.4,"FY20","06/30/2020"
"Europe and Central Asia","Belarus",22,743456.74,6000,749456.74,"FY20","06/30/2020"
"Europe and Central Asia","Bosnia and Herzegovina",33,358576.43,10577.55,369153.98,"FY20","06/30/2020"
"Europe and Central Asia","Bulgaria",30,1532893.4,293111.71,1826005.12,"FY20","06/30/2020"
"Europe and Central Asia","Croatia",22,774637.47,228199.03,1002836.5,"FY20","06/30/2020"
"Europe and Central Asia","Czech Republic",18,455175.92,245587.93,700763.84,"FY20","06/30/2020"
"Europe and Central Asia","Estonia",11,137806.09,11854.97,149661.07,"FY20","06/30/2020"
"Europe and Central Asia","Georgia",31,1160403.41,49825.25,1210228.66,"FY20","06/30/2020"
"Europe and Central Asia","Greece",16,1004144.04,40131.25,1044275.29,"FY20","06/30/2020"
"Europe and Central Asia","Hungary",34,437985.38,70334.83,508320.21,"FY20","06/30/2020"
"Europe and Central Asia","Kazakhstan",38,1611507.4,282916.67,1894424.07,"FY20","06/30/2020"
"Europe and Central Asia","Kosovo",10,64450.76,0,64450.76,"FY20","06/30/2020"
"Europe and Central Asia","Kyrgyz Republic",16,132026.17,0,132026.17,"FY20","06/30/2020"
"Europe and Central Asia","Latvia",7,80966.79,35000,115966.79,"FY20","06/30/2020"
"Europe and Central Asia","Lithuania",11,95040.95,9309,104349.95,"FY20","06/30/2020"
"Europe and Central Asia","Moldova",18,263322.94,45000,308322.94,"FY20","06/30/2020"
"Europe and Central Asia","Montenegro",7,100202.85,0,100202.85,"FY20","06/30/2020"
"Europe and Central Asia","North Macedonia",17,304463.16,25000,329463.16,"FY20","06/30/2020"
"Europe and Central Asia","Poland",52,868191.93,115316.83,983508.77,"FY20","06/30/2020"
"Europe and Central Asia","Romania",60,3355120.29,542765.51,3897885.8,"FY20","06/30/2020"
"Europe and Central Asia","Russian Federation",193,8759961.07,2523371.96,11283333.03,"FY20","06/30/2020"
"Europe and Central Asia","Serbia",44,1823288,369723.36,2193011.36,"FY20","06/30/2020"
"Europe and Central Asia","Slovak Republic",7,115543.69,0,115543.69,"FY20","06/30/2020"
"Europe and Central Asia","Slovenia",13,292535.47,47382.71,339918.18,"FY20","06/30/2020"
"Europe and Central Asia","Tajikistan",22,154795.04,0,154795.04,"FY20","06/30/2020"
"Europe and Central Asia","Turkey",219,15843190.49,3881862.15,19725052.64,"FY20","06/30/2020"
"Europe and Central Asia","Turkmenistan",1,35000,0,35000,"FY20","06/30/2020"
"Europe and Central Asia","Ukraine",60,2852018.37,930577,3782595.37,"FY20","06/30/2020"
"Europe and Central Asia","Uzbekistan",24,256254.63,12900,269154.63,"FY20","06/30/2020"
"Europe and Central Asia","Regional Investments: Europe and Central Asia",61,3077315.55,91415.02,3168730.57,"FY20","06/30/2020"
"Latin America and the Caribbean","Antigua and Barbuda",1,30000,0,30000,"FY20","06/30/2020"
"Latin America and the Caribbean","Argentina",213,8258470.29,5996842.69,14255312.98,"FY20","06/30/2020"
"Latin America and the Caribbean","Barbados",6,28625.08,0,28625.08,"FY20","06/30/2020"
"Latin America and the Caribbean","Belize",4,33066.33,11000,44066.33,"FY20","06/30/2020"
"Latin America and the Caribbean","Bolivia",33,593836.61,155500,749336.61,"FY20","06/30/2020"
"Latin America and the Caribbean","Brazil",309,19770476.67,8163336.46,27933813.13,"FY20","06/30/2020"
"Latin America and the Caribbean","Chile",72,2782298.84,1422604.66,4204903.5,"FY20","06/30/2020"
"Latin America and the Caribbean","Colombia",151,4990162.31,1420597.69,6410760,"FY20","06/30/2020"
"Latin America and the Caribbean","Costa Rica",35,1673647.03,99708.82,1773355.85,"FY20","06/30/2020"
"Latin America and the Caribbean","Dominica",1,700,0,700,"FY20","06/30/2020"
"Latin America and the Caribbean","Dominican Republic",39,963822.5,241850,1205672.5,"FY20","06/30/2020"
"Latin America and the Caribbean","Ecuador",28,1216534.1,132740.06,1349274.15,"FY20","06/30/2020"
"Latin America and the Caribbean","El Salvador",22,1352672.96,133500,1486172.96,"FY20","06/30/2020"
"Latin America and the Caribbean","Grenada",2,8000,0,8000,"FY20","06/30/2020"
"Latin America and the Caribbean","Guatemala",31,2382097.85,210000,2592097.85,"FY20","06/30/2020"
"Latin America and the Caribbean","Guyana",8,76416.96,0,76416.96,"FY20","06/30/2020"
"Latin America and the Caribbean","Haiti",16,141491.95,26000,167491.95,"FY20","06/30/2020"
"Latin America and the Caribbean","Honduras",28,1894378.6,142900.75,2037279.35,"FY20","06/30/2020"
"Latin America and the Caribbean","Jamaica",24,517845.6,194244.48,712090.09,"FY20","06/30/2020"
"Latin America and the Caribbean","Mexico",240,8574720.9,2942349.62,11517070.52,"FY20","06/30/2020"
"Latin America and the Caribbean","Nicaragua",28,1366665.91,100428.57,1467094.49,"FY20","06/30/2020"
"Latin America and the Caribbean","Panama",37,2576190.4,153300,2729490.4,"FY20","06/30/2020"
"Latin America and the Caribbean","Paraguay",19,1709079.36,28000,1737079.36,"FY20","06/30/2020"
"Latin America and the Caribbean","Peru",83,2563310.96,977099.31,3540410.27,"FY20","06/30/2020"
"Latin America and the Caribbean","St. Lucia",5,80421.91,35000,115421.91,"FY20","06/30/2020"
"Latin America and the Caribbean","Suriname",1,4065.88,0,4065.88,"FY20","06/30/2020"
"Latin America and the Caribbean","Trinidad and Tobago",19,433653.74,235000,668653.74,"FY20","06/30/2020"
"Latin America and the Caribbean","Uruguay",20,408634.4,120000,528634.4,"FY20","06/30/2020"
"Latin America and the Caribbean","Venezuela, Republica Bolivariana de",39,897229.54,703791.42,1601020.96,"FY20","06/30/2020"
"Latin America and the Caribbean","Regional Investments: Latin America and the Caribbean",91,2521229.11,350000,2871229.11,"FY20","06/30/2020"
"Middle East and North Africa","Algeria",15,303557.27,5556.9,309114.17,"FY20","06/30/2020"
"Middle East and North Africa","Bahrain",2,340271.16,0,340271.16,"FY20","06/30/2020"
"Middle East and North Africa","Egypt, Arab Republic of",131,4434038.99,1027389.26,5461428.24,"FY20","06/30/2020"
"Middle East and North Africa","Iran, Islamic Republic of",11,63342.91,8199.46,71542.37,"FY20","06/30/2020"
"Middle East and North Africa","Iraq",15,923978.87,175000,1098978.87,"FY20","06/30/2020"
"Middle East and North Africa","Jordan",69,2021846.19,707490.27,2729336.46,"FY20","06/30/2020"
"Middle East and North Africa","Lebanon",43,6321913.24,230430,6552343.24,"FY20","06/30/2020"
"Middle East and North Africa","Morocco",50,1193243.57,526933.54,1720177.11,"FY20","06/30/2020"
"Middle East and North Africa","Oman",7,319853.4,57000,376853.4,"FY20","06/30/2020"
"Middle East and North Africa","Saudi Arabia",13,651276.71,0,651276.71,"FY20","06/30/2020"
"Middle East and North Africa","Syrian Arab Republic",4,24731.6,0,24731.6,"FY20","06/30/2020"
"Middle East and North Africa","Tunisia",37,619275.25,427227.8,1046503.05,"FY20","06/30/2020"
"Middle East and North Africa","United Arab Emirates",14,247677.61,30000,277677.61,"FY20","06/30/2020"
"Middle East and North Africa","Yemen, Republic of",14,206004.2,56104.66,262108.86,"FY20","06/30/2020"
"Middle East and North Africa","Regional Investments: Middle East and North Africa",40,1531497.27,3000,1534497.27,"FY20","06/30/2020"
"Worldwide","Australia",2,975,0,975,"FY20","06/30/2020"
"Worldwide","Cyprus",7,32181.47,645.25,32826.72,"FY20","06/30/2020"
"Worldwide","Finland",4,1233.13,1914.51,3147.64,"FY20","06/30/2020"
"Worldwide","Israel",1,10500,0,10500,"FY20","06/30/2020"
"Worldwide","Italy",1,960,0,960,"FY20","06/30/2020"
"Worldwide","Portugal",7,51811.13,11000,62811.13,"FY20","06/30/2020"
"Worldwide","Spain",5,19042.51,1685,20727.51,"FY20","06/30/2020"
"Worldwide","Regional Investments: Worldwide",187,18581240.81,526234.13,19107474.93,"FY20","06/30/2020"
"Worldwide","Other",35,889871.45,11400,901271.45,"FY20","06/30/2020"
"Sub-Saharan Africa","Angola",11,884986,0,884986,"FY21","06/30/2021"
"Sub-Saharan Africa","Benin",13,323730.67,0,323730.67,"FY21","06/30/2021"
"Sub-Saharan Africa","Botswana",7,60451.6,0,60451.6,"FY21","06/30/2021"
"Sub-Saharan Africa","Burkina Faso",28,858108.64,0,858108.64,"FY21","06/30/2021"
"Sub-Saharan Africa","Burundi",10,53648.14,0,53648.14,"FY21","06/30/2021"
"Sub-Saharan Africa","Cameroon",43,1033256.17,471500,1504756.17,"FY21","06/30/2021"
"Sub-Saharan Africa","Cape Verde",7,23422.85,0,23422.85,"FY21","06/30/2021"
"Sub-Saharan Africa","Central African Republic",1,9880.4,0,9880.4,"FY21","06/30/2021"
"Sub-Saharan Africa","Chad",10,139265.59,13900,153165.59,"FY21","06/30/2021"
"Sub-Saharan Africa","Comoros",1,14887.6,0,14887.6,"FY21","06/30/2021"
"Sub-Saharan Africa","Congo, Democratic Republic of",32,589712.95,94000,683712.95,"FY21","06/30/2021"
"Sub-Saharan Africa","Congo, Republic of",10,154232.4,25000,179232.4,"FY21","06/30/2021"
"Sub-Saharan Africa","Cote D'Ivoire",75,1327708.99,175274.7,1502983.69,"FY21","06/30/2021"
"Sub-Saharan Africa","Djibouti",1,4000,0,4000,"FY21","06/30/2021"
"Sub-Saharan Africa","Eritrea",1,949.22,0,949.22,"FY21","06/30/2021"
"Sub-Saharan Africa","Eswatini",9,47779.49,0,47779.49,"FY21","06/30/2021"
"Sub-Saharan Africa","Ethiopia",21,686111.26,46336.2,732447.46,"FY21","06/30/2021"
"Sub-Saharan Africa","Gabon",7,294934.01,110000,404934.01,"FY21","06/30/2021"
"Sub-Saharan Africa","Gambia, The",10,47270.3,0,47270.3,"FY21","06/30/2021"
"Sub-Saharan Africa","Ghana",90,3297126.53,913750,4210876.53,"FY21","06/30/2021"
"Sub-Saharan Africa","Guinea",21,674642.41,191000,865642.41,"FY21","06/30/2021"
"Sub-Saharan Africa","Kenya",138,3653621.47,168912.05,3822533.52,"FY21","06/30/2021"
"Sub-Saharan Africa","Lesotho",2,454,0,454,"FY21","06/30/2021"
"Sub-Saharan Africa","Liberia",13,229183.25,0,229183.25,"FY21","06/30/2021"
"Sub-Saharan Africa","Madagascar",26,372439.34,21000,393439.34,"FY21","06/30/2021"
"Sub-Saharan Africa","Malawi",23,259028.37,9500,268528.37,"FY21","06/30/2021"
"Sub-Saharan Africa","Mali",35,359862,40000,399862,"FY21","06/30/2021"
"Sub-Saharan Africa","Mauritania",15,214530.04,79502.61,294032.64,"FY21","06/30/2021"
"Sub-Saharan Africa","Mauritius",20,242159.27,96,242255.27,"FY21","06/30/2021"
"Sub-Saharan Africa","Mozambique",34,508014.01,60413.42,568427.42,"FY21","06/30/2021"
"Sub-Saharan Africa","Namibia",10,178390.96,0,178390.96,"FY21","06/30/2021"
"Sub-Saharan Africa","Niger",5,41181.2,0,41181.2,"FY21","06/30/2021"
"Sub-Saharan Africa","Nigeria",140,15074772.65,933154.04,16007926.68,"FY21","06/30/2021"
"Sub-Saharan Africa","Rwanda",25,282110.71,10000,292110.71,"FY21","06/30/2021"
"Sub-Saharan Africa","Sao Tome and Principe",2,2050.98,0,2050.98,"FY21","06/30/2021"
"Sub-Saharan Africa","Senegal",50,644383.33,93768.65,738151.99,"FY21","06/30/2021"
"Sub-Saharan Africa","Seychelles",8,49443.21,12499.5,61942.71,"FY21","06/30/2021"
"Sub-Saharan Africa","Sierra Leone",11,211157.54,25000,236157.54,"FY21","06/30/2021"
"Sub-Saharan Africa","Somalia",2,974.61,0,974.61,"FY21","06/30/2021"
"Sub-Saharan Africa","South Africa",118,5290356.46,103208.5,5393564.96,"FY21","06/30/2021"
"Sub-Saharan Africa","South Sudan",1,5000,0,5000,"FY21","06/30/2021"
"Sub-Saharan Africa","Sudan",6,27267.78,6488.79,33756.57,"FY21","06/30/2021"
"Sub-Saharan Africa","Tanzania",71,822267.9,15540.51,837808.41,"FY21","06/30/2021"
"Sub-Saharan Africa","Togo",16,410191.9,0,410191.9,"FY21","06/30/2021"
"Sub-Saharan Africa","Uganda",57,691093.61,86788.37,777881.98,"FY21","06/30/2021"
"Sub-Saharan Africa","Zambia",50,476582.76,20285.82,496868.58,"FY21","06/30/2021"
"Sub-Saharan Africa","Zimbabwe",51,284261.86,99000,383261.86,"FY21","06/30/2021"
"Sub-Saharan Africa","Regional Investments: Sub-Saharan Africa",132,4147387.04,52303.75,4199690.79,"FY21","06/30/2021"
"East Asia and the Pacific","Cambodia",19,798809.3,570727.27,1369536.58,"FY21","06/30/2021"
"East Asia and the Pacific","China",337,12524353.51,2227867.36,14752220.86,"FY21","06/30/2021"
"East Asia and the Pacific","Fiji",11,57493.22,2500,59993.22,"FY21","06/30/2021"
"East Asia and the Pacific","Indonesia",150,5629273.49,3111831.37,8741104.85,"FY21","06/30/2021"
"East Asia and the Pacific","Kiribati",1,1798,0,1798,"FY21","06/30/2021"
"East Asia and the Pacific","Korea, Republic of",51,868449.18,195700,1064149.18,"FY21","06/30/2021"
"East Asia and the Pacific","Lao People's Democratic Republic",15,96101.86,0,96101.86,"FY21","06/30/2021"
"East Asia and the Pacific","Malaysia",13,179868.4,5389.13,185257.52,"FY21","06/30/2021"
"East Asia and the Pacific","Mongolia",21,1212377.35,897125,2109502.35,"FY21","06/30/2021"
"East Asia and the Pacific","Myanmar",31,874351.51,20000,894351.51,"FY21","06/30/2021"
"East Asia and the Pacific","Papua New Guinea",12,404744.11,25000,429744.11,"FY21","06/30/2021"
"East Asia and the Pacific","Philippines",118,3882952.59,695879.6,4578832.19,"FY21","06/30/2021"
"East Asia and the Pacific","Samoa",7,20096.57,0,20096.57,"FY21","06/30/2021"
"East Asia and the Pacific","Solomon Islands",3,55000,0,55000,"FY21","06/30/2021"
"East Asia and the Pacific","Thailand",98,3148609.99,1763419.34,4912029.33,"FY21","06/30/2021"
"East Asia and the Pacific","Timor-Leste",2,2500,0,2500,"FY21","06/30/2021"
"East Asia and the Pacific","Tonga",1,6787,0,6787,"FY21","06/30/2021"
"East Asia and the Pacific","Vanuatu",4,18104.05,0,18104.05,"FY21","06/30/2021"
"East Asia and the Pacific","Vietnam",75,9953590.92,673604.53,10627195.45,"FY21","06/30/2021"
"East Asia and the Pacific","Regional Investments: East Asia and the Pacific",61,1849915.02,0,1849915.02,"FY21","06/30/2021"
"South Asia","Afghanistan",10,249253.55,0,249253.55,"FY21","06/30/2021"
"South Asia","Bangladesh",72,6437638.59,194620.4,6632258.98,"FY21","06/30/2021"
"South Asia","Bhutan",6,54516.61,0,54516.61,"FY21","06/30/2021"
"South Asia","India",539,18664480.55,1743639.77,20408120.32,"FY21","06/30/2021"
"South Asia","Maldives",8,208250,8500,216750,"FY21","06/30/2021"
"South Asia","Nepal",30,435546.82,39000,474546.82,"FY21","06/30/2021"
"South Asia","Pakistan",154,7976321.52,719198.61,8695520.13,"FY21","06/30/2021"
"South Asia","Sri Lanka",51,1722653.19,128615.6,1851268.79,"FY21","06/30/2021"
"South Asia","Regional Investments: South Asia",11,207588.18,0,207588.18,"FY21","06/30/2021"
"Europe and Central Asia","Albania",21,487756.81,65691.91,553448.72,"FY21","06/30/2021"
"Europe and Central Asia","Armenia",22,743604.62,0,743604.62,"FY21","06/30/2021"
